ensg	entrez	symbol
ENSG00000268656	NA	AC110084.1
ENSG00000269223	NA	AL158091.1
ENSG00000270757	100529241	HSPE1-MOB4
ENSG00000272104	NA	XXcos-LUCA11.5
ENSG00000273049	NA	RP11-834C11.12
ENSG00000273088	NA	RP11-201K10.3
ENSG00000007202	9703	KIAA0100
ENSG00000007384	64285	RHBDF1
ENSG00000007392	55692	LUC7L
ENSG00000007944	29116	MYLIP
ENSG00000009790	80342	TRAF3IP3
ENSG00000010072	83932	SPRTN
ENSG00000012779	240	ALOX5
ENSG00000025156	3298	HSF2
ENSG00000025708	1890	TYMP
ENSG00000025770	29781	NCAPH2
ENSG00000032219	5926	ARID4A
ENSG00000039068	999	CDH1
ENSG00000048342	57545	CC2D2A
ENSG00000061938	10188	TNK2
ENSG00000062038	1001	CDH3
ENSG00000062282	84649	DGAT2
ENSG00000063015	124925	SEZ6
ENSG00000068650	23250	ATP11A
ENSG00000072274	7037	TFRC
ENSG00000073150	56666	PANX2
ENSG00000074621	9187	SLC24A1
ENSG00000074696	51495	PTPLAD1
ENSG00000075624	60	ACTB
ENSG00000076344	8786	RGS11
ENSG00000076604	9618	TRAF4
ENSG00000077080	51412	ACTL6B
ENSG00000077454	4034	LRCH4
ENSG00000077942	2192	FBLN1
ENSG00000080345	55183	RIF1
ENSG00000080546	27244	SESN1
ENSG00000081154	57092	PCNP
ENSG00000081237	5788	PTPRC
ENSG00000082515	29093	MRPL22
ENSG00000082516	25929	GEMIN5
ENSG00000084733	10890	RAB10
ENSG00000087111	94005	PIGS
ENSG00000087152	56970	ATXN7L3
ENSG00000088320	28954	REM1
ENSG00000091513	7018	TF
ENSG00000095066	29911	HOOK2
ENSG00000096088	5225	PGC
ENSG00000096654	7738	ZNF184
ENSG00000099364	54620	FBXL19
ENSG00000099377	80270	HSD3B7
ENSG00000099381	9739	SETD1A
ENSG00000100154	23331	TTC28
ENSG00000100225	25793	FBXO7
ENSG00000100258	91289	LMF2
ENSG00000100288	1120	CHKB
ENSG00000100344	80339	PNPLA3
ENSG00000100379	79734	KCTD17
ENSG00000100567	5684	PSMA3
ENSG00000100804	5693	PSMB5
ENSG00000100979	5360	PLTP
ENSG00000100982	63935	PCIF1
ENSG00000101294	81502	HM13
ENSG00000101306	85366	MYLK2
ENSG00000102890	79767	ELMO3
ENSG00000103148	8131	NPRL3
ENSG00000103152	4350	MPG
ENSG00000103449	6299	SALL1
ENSG00000103740	23205	ACSBG1
ENSG00000104870	2217	FCGRT
ENSG00000105185	9141	PDCD5
ENSG00000105186	84079	ANKRD27
ENSG00000105610	10661	KLF1
ENSG00000105612	1777	DNASE2
ENSG00000105613	22983	MAST1
ENSG00000105697	57817	HAMP
ENSG00000105698	7392	USF2
ENSG00000105699	51599	LSR
ENSG00000105968	94239	H2AFV
ENSG00000106290	6878	TAF6
ENSG00000106327	7036	TFR2
ENSG00000106330	64598	MOSPD3
ENSG00000106336	26261	FBXO24
ENSG00000106351	3268	AGFG2
ENSG00000106617	51422	PRKAG2
ENSG00000106868	64420	SUSD1
ENSG00000106991	2022	ENG
ENSG00000106992	203	AK1
ENSG00000108306	84961	FBXL20
ENSG00000108433	9570	GOSR2
ENSG00000108599	11216	AKAP10
ENSG00000108840	10014	HDAC5
ENSG00000109111	6830	SUPT6H
ENSG00000109118	57649	PHF12
ENSG00000109667	56606	SLC2A9
ENSG00000109917	8882	ZNF259
ENSG00000110243	116519	APOA5
ENSG00000110665	29125	C11orf21
ENSG00000110917	9761	MLEC
ENSG00000111775	1337	COX6A1
ENSG00000112394	117247	SLC16A10
ENSG00000112561	7942	TFEB
ENSG00000112715	7422	VEGFA
ENSG00000113742	80315	CPEB4
ENSG00000113971	27031	NPHP3
ENSG00000115112	29842	TFCP2L1
ENSG00000117222	5929	RBBP5
ENSG00000117594	3290	HSD11B1
ENSG00000117707	5629	PROX1
ENSG00000118514	64577	ALDH8A1
ENSG00000118564	26234	FBXL5
ENSG00000119636	80127	CCDC176
ENSG00000120756	5357	PLS1
ENSG00000122176	2331	FMOD
ENSG00000122515	83637	ZMIZ2
ENSG00000122729	48	ACO1
ENSG00000122971	35	ACADS
ENSG00000123395	60673	C12orf44
ENSG00000124191	84969	TOX2
ENSG00000124575	3007	HIST1H1D
ENSG00000124613	346157	ZNF391
ENSG00000124788	6310	ATXN1
ENSG00000125122	26231	LRRC29
ENSG00000125319	78995	C17orf53
ENSG00000125637	23550	PSD4
ENSG00000125686	5469	MED1
ENSG00000125968	3397	ID1
ENSG00000128228	23753	SDF2L1
ENSG00000128309	4357	MPST
ENSG00000128311	7263	TST
ENSG00000128487	92521	SPECC1
ENSG00000129170	8048	CSRP3
ENSG00000129173	79733	E2F8
ENSG00000129925	58986	TMEM8A
ENSG00000130203	348	APOE
ENSG00000130208	341	APOC1
ENSG00000130427	2056	EPO
ENSG00000130487	113730	KLHDC7B
ENSG00000130489	9997	SCO2
ENSG00000130656	3050	HBZ
ENSG00000131044	164395	TTLL9
ENSG00000131055	84701	COX4I2
ENSG00000131966	55860	ACTR10
ENSG00000132026	83546	RTBDN
ENSG00000132323	80895	ILKAP
ENSG00000132581	6388	SDF2
ENSG00000132589	2319	FLOT2
ENSG00000132591	26284	ERAL1
ENSG00000132819	55544	RBM38
ENSG00000133059	25778	DSTYK
ENSG00000133069	9911	TMCC2
ENSG00000133193	84923	FAM104A
ENSG00000135100	6927	HNF1A
ENSG00000135114	8638	OASL
ENSG00000135409	269	AMHR2
ENSG00000135541	54806	AHI1
ENSG00000135766	54583	EGLN1
ENSG00000136261	28969	BZW2
ENSG00000136938	10541	ANP32B
ENSG00000137198	2766	GMPR
ENSG00000137413	129685	TAF8
ENSG00000137656	84811	BUD13
ENSG00000138246	23317	DNAJC13
ENSG00000138297	100287932	TIMM23
ENSG00000138449	30061	SLC40A1
ENSG00000139880	64403	CDH24
ENSG00000139971	145407	C14orf37
ENSG00000140367	92912	UBE2Q2
ENSG00000140395	80349	WDR61
ENSG00000140403	55466	DNAJA4
ENSG00000140939	8996	NOL3
ENSG00000141524	11322	TMC6
ENSG00000141543	9775	EIF4A3
ENSG00000141867	23476	BRD4
ENSG00000142552	57333	RCN3
ENSG00000143226	2212	FCGR2A
ENSG00000144749	26018	LRIG1
ENSG00000145283	345274	SLC10A6
ENSG00000146047	255626	HIST1H2BA
ENSG00000146374	84870	RSPO3
ENSG00000146676	5814	PURB
ENSG00000147443	9046	DOK2
ENSG00000147649	92140	MTDH
ENSG00000148248	6836	SURF4
ENSG00000148290	6834	SURF1
ENSG00000148296	6838	SURF6
ENSG00000148297	6837	MED22
ENSG00000148303	6130	RPL7A
ENSG00000148840	23082	PPRC1
ENSG00000149308	4863	NPAT
ENSG00000149311	472	ATM
ENSG00000151006	339105	PRSS53
ENSG00000152229	9050	PSTPIP2
ENSG00000152234	498	ATP5A1
ENSG00000152240	115106	HAUS1
ENSG00000152242	147339	C18orf25
ENSG00000153561	64795	RMND5A
ENSG00000154822	23228	PLCL2
ENSG00000155506	23367	LARP1
ENSG00000155508	9337	CNOT8
ENSG00000156030	91748	ELMSAN1
ENSG00000156515	3098	HK1
ENSG00000157833	150946	GAREML
ENSG00000157895	64897	C12orf43
ENSG00000159128	3460	IFNGR2
ENSG00000159131	2618	GART
ENSG00000160323	11093	ADAMTS13
ENSG00000160325	11094	CACFD1
ENSG00000160326	11182	SLC2A6
ENSG00000160602	284086	NEK8
ENSG00000160606	116238	TLCD1
ENSG00000160691	6464	SHC1
ENSG00000160712	3570	IL6R
ENSG00000161664	92591	ASB16
ENSG00000162367	6886	TAL1
ENSG00000162722	25893	TRIM58
ENSG00000163320	8545	CGGBP1
ENSG00000163554	6708	SPTA1
ENSG00000163633	132989	C4orf36
ENSG00000163874	80149	ZC3H12A
ENSG00000164508	221613	HIST1H2AA
ENSG00000165702	8328	GFI1B
ENSG00000166323	160140	C11orf65
ENSG00000166452	56672	AKIP1
ENSG00000166685	9382	COG1
ENSG00000167196	26263	FBXO22
ENSG00000167258	51755	CDK12
ENSG00000167524	124923	SGK494
ENSG00000167525	147011	PROCA1
ENSG00000167536	147015	DHRS13
ENSG00000167772	51129	ANGPTL4
ENSG00000167815	7001	PRDX2
ENSG00000167895	147138	TMC8
ENSG00000167930	83986	ITFG3
ENSG00000168056	4054	LTBP3
ENSG00000168575	6575	SLC20A2
ENSG00000168591	79089	TMUB2
ENSG00000169184	4330	MN1
ENSG00000169752	145957	NRG4
ENSG00000170091	51617	NSG2
ENSG00000170271	10826	FAXDC2
ENSG00000170374	121340	SP7
ENSG00000170638	80305	TRABD
ENSG00000171102	29989	OBP2B
ENSG00000171570	100529264	RAB4B-EGLN2
ENSG00000172661	253725	FAM21C
ENSG00000172671	93550	ZFAND4
ENSG00000172725	57175	CORO1B
ENSG00000173065	55731	FAM222B
ENSG00000173163	150684	COMMD1
ENSG00000173281	79660	PPP1R3B
ENSG00000173465	10534	SSSCA1
ENSG00000173917	3212	HOXB2
ENSG00000174173	54931	TRMT10C
ENSG00000174529	388730	TMEM81
ENSG00000175054	545	ATR
ENSG00000175066	256356	GK5
ENSG00000175105	55279	ZNF654
ENSG00000175348	56674	TMEM9B
ENSG00000175970	84747	UNC119B
ENSG00000175984	163259	DENND2C
ENSG00000176029	56673	C11orf16
ENSG00000176209	114926	SMIM19
ENSG00000177981	140461	ASB8
ENSG00000178202	143888	KDELC2
ENSG00000178752	151176	FAM132B
ENSG00000178896	54512	EXOSC4
ENSG00000179021	285237	C3orf38
ENSG00000179044	283849	EXOC3L1
ENSG00000179091	1537	CYC1
ENSG00000179284	199699	DAND5
ENSG00000179632	84232	MAF1
ENSG00000179698	340390	KIAA1875
ENSG00000179761	51268	PIPOX
ENSG00000180383	245937	DEFB124
ENSG00000182118	375061	FAM89A
ENSG00000183011	84316	LSMD1
ENSG00000183077	125061	AFMID
ENSG00000183137	285753	CEP57L1
ENSG00000184076	29796	UQCR10
ENSG00000184144	6900	CNTN2
ENSG00000184650	146852	ODF4
ENSG00000184939	146198	ZFP90
ENSG00000185056	133491	C5orf47
ENSG00000185264	339669	TEX33
ENSG00000185955	402573	C7orf61
ENSG00000187045	164656	TMPRSS6
ENSG00000187783	643236	TMEM72
ENSG00000187997	100141515	C17orf99
ENSG00000196123	653319	KIAA0895L
ENSG00000196262	5478	PPIA
ENSG00000196411	2050	EPHB4
ENSG00000196684	84941	HSH2D
ENSG00000197136	399909	PCNXL3
ENSG00000197323	51592	TRIM33
ENSG00000197459	8345	HIST1H2BH
ENSG00000197858	8733	GPAA1
ENSG00000198026	63925	ZNF335
ENSG00000198242	6147	RPL23A
ENSG00000198327	8361	HIST1H4F
ENSG00000198742	57154	SMURF1
ENSG00000203747	2214	FCGR3A
ENSG00000204548	245934	DEFB121
ENSG00000205560	1375	CPT1B
ENSG00000205659	91750	LIN52
ENSG00000206172	3039	HBA1
ENSG00000211584	55652	SLC48A1
ENSG00000213402	5790	PTPRCAP
ENSG00000217442	644186	SYCE3
ENSG00000229729	NA	RP11-159G9.5
ENSG00000235169	388588	SMIM1
ENSG00000238243	343171	OR2W3
ENSG00000249709	163050	ZNF564
ENSG00000253426	NA	RP11-10A14.4
ENSG00000254413	386593	CHKB-CPT1B
ENSG00000254979	NA	RP11-872D17.8
ENSG00000256316	8968	HIST1H3F
ENSG00000257103	26065	LSM14A
ENSG00000258472	NA	RP11-192H23.4
ENSG00000261884	NA	CTC-479C5.12
ENSG00000262633	NA	RP11-156P1.2
ENSG00000268466	NA	AL132989.1
ENSG00000268797	NA	CTC-490E21.12
ENSG00000269018	NA	AP001362.1
ENSG00000269305	NA	AL158147.2
ENSG00000269693	NA	CTD-2192J16.20
ENSG00000269858	112398	EGLN2
ENSG00000269881	83986	ITFG3
ENSG00000006025	114881	OSBPL7
ENSG00000006059	3883	KRT33A
ENSG00000014641	4190	MDH1
ENSG00000015532	64132	XYLT2
ENSG00000033327	9846	GAB2
ENSG00000034053	321	APBA2
ENSG00000036549	26009	ZZZ3
ENSG00000039319	9765	ZFYVE16
ENSG00000039560	26064	RAI14
ENSG00000049130	4254	KITLG
ENSG00000050767	91522	COL23A1
ENSG00000052850	60529	ALX4
ENSG00000064726	53339	BTBD1
ENSG00000064787	8537	BCAS1
ENSG00000065526	23013	SPEN
ENSG00000065802	51665	ASB1
ENSG00000066230	6550	SLC9A3
ENSG00000068971	5526	PPP2R5B
ENSG00000069849	483	ATP1B3
ENSG00000070718	10947	AP3M2
ENSG00000073060	949	SCARB1
ENSG00000075223	10512	SEMA3C
ENSG00000077254	23032	USP33
ENSG00000077498	7299	TYR
ENSG00000077616	10003	NAALAD2
ENSG00000078898	80341	BPIFB2
ENSG00000080166	1638	DCT
ENSG00000082196	114899	C1QTNF3
ENSG00000084110	3034	HAL
ENSG00000089177	55614	KIF16B
ENSG00000092820	7430	EZR
ENSG00000094796	3881	KRT31
ENSG00000095794	1390	CREM
ENSG00000099194	6319	SCD
ENSG00000099219	79956	ERMP1
ENSG00000100316	6122	RPL3
ENSG00000100364	23313	KIAA0930
ENSG00000101084	55969	C20orf24
ENSG00000101440	434	ASIP
ENSG00000101444	191	AHCY
ENSG00000102996	4324	MMP15
ENSG00000103257	8140	SLC7A5
ENSG00000104043	79895	ATP8B4
ENSG00000104059	23359	FAM189A1
ENSG00000104368	5327	PLAT
ENSG00000104412	9694	EMC2
ENSG00000104497	64089	SNX16
ENSG00000106546	196	AHR
ENSG00000106689	9355	LHX2
ENSG00000107036	57589	KIAA1432
ENSG00000107099	81704	DOCK8
ENSG00000107165	7306	TYRP1
ENSG00000108094	8453	CUL2
ENSG00000108465	80279	CDK5RAP3
ENSG00000109475	6164	RPL34
ENSG00000109861	1075	CTSC
ENSG00000109881	91057	CCDC34
ENSG00000110090	1374	CPT1A
ENSG00000110172	26973	CHORDC1
ENSG00000110696	10944	C11orf58
ENSG00000110756	11234	HPS5
ENSG00000110768	2965	GTF2H1
ENSG00000111846	2651	GCNT2
ENSG00000112685	55770	EXOC2
ENSG00000112782	53405	CLIC5
ENSG00000115504	23301	EHBP1
ENSG00000116106	2043	EPHA4
ENSG00000120149	4488	MSX2
ENSG00000120215	2315	MLANA
ENSG00000123374	1017	CDK2
ENSG00000123411	64375	IKZF4
ENSG00000124143	343578	ARHGAP40
ENSG00000125885	84515	MCM8
ENSG00000125999	92747	BPIFB1
ENSG00000126217	23263	MCF2L
ENSG00000128918	8854	ALDH1A2
ENSG00000131059	128861	BPIFA3
ENSG00000131848	79149	ZSCAN5A
ENSG00000131981	3958	LGALS3
ENSG00000132475	3021	H3F3B
ENSG00000132478	85451	UNK
ENSG00000132554	26166	RGS22
ENSG00000132740	3508	IGHMBP2
ENSG00000133641	91298	C12orf29
ENSG00000133665	84332	DYDC2
ENSG00000134020	157310	PEBP4
ENSG00000134121	10752	CHL1
ENSG00000134160	4308	TRPM1
ENSG00000134250	4853	NOTCH2
ENSG00000135298	577	BAI3
ENSG00000135903	5077	PAX3
ENSG00000136155	8796	SCEL
ENSG00000136457	1101	CHAD
ENSG00000137265	3662	IRF4
ENSG00000137266	63027	SLC22A23
ENSG00000137513	79731	NARS2
ENSG00000137871	54816	ZNF280D
ENSG00000138061	1545	CYP1B1
ENSG00000138463	84925	DIRC2
ENSG00000138639	83478	ARHGAP24
ENSG00000138758	55752	SEPT11
ENSG00000138759	80144	FRAS1
ENSG00000139324	160418	TMTC3
ENSG00000139344	144193	AMDHD1
ENSG00000140090	123041	SLC24A4
ENSG00000140262	6938	TCF12
ENSG00000140598	79631	EFTUD1
ENSG00000140829	9785	DHX38
ENSG00000141294	90506	LRRC46
ENSG00000141295	90507	SCRN2
ENSG00000141556	6904	TBCD
ENSG00000141579	79755	ZNF750
ENSG00000142619	51702	PADI3
ENSG00000143473	3756	KCNH1
ENSG00000143627	5313	PKLR
ENSG00000143630	57657	HCN3
ENSG00000143951	51057	WDPCP
ENSG00000144229	80731	THSD7B
ENSG00000144455	285362	SUMF1
ENSG00000145416	55016	MARCH1
ENSG00000145934	57451	TENM2
ENSG00000147488	9705	ST18
ENSG00000148948	57689	LRRC4C
ENSG00000149483	51524	TMEM138
ENSG00000149972	53942	CNTN5
ENSG00000150275	65217	PCDH15
ENSG00000151276	9223	MAGI1
ENSG00000151388	81792	ADAMTS12
ENSG00000151474	55691	FRMD4A
ENSG00000152380	167555	FAM151B
ENSG00000153714	286343	LURAP1L
ENSG00000153898	255231	MCOLN2
ENSG00000154118	57338	JPH3
ENSG00000154310	23043	TNIK
ENSG00000155846	133522	PPARGC1B
ENSG00000157240	8321	FZD1
ENSG00000159111	124995	MRPL10
ENSG00000162144	220002	CYB561A3
ENSG00000162873	55220	KLHDC8A
ENSG00000163064	2019	EN1
ENSG00000163479	6746	SSR2
ENSG00000163531	23114	NFASC
ENSG00000163545	81788	NUAK2
ENSG00000164258	4724	NDUFS4
ENSG00000164674	94120	SYTL3
ENSG00000165805	160419	C12orf50
ENSG00000166503	50810	HDGFRP3
ENSG00000166839	348094	ANKDD1A
ENSG00000167098	140732	SUN5
ENSG00000167104	128859	BPIFB6
ENSG00000167107	80221	ACSF2
ENSG00000167165	54578	UGT1A6
ENSG00000167182	6668	SP2
ENSG00000167183	79170	PRR15L
ENSG00000167992	220001	VWCE
ENSG00000168959	2915	GRM5
ENSG00000169087	79663	HSPBAP1
ENSG00000169733	5986	RFNG
ENSG00000169750	5881	RAC3
ENSG00000169783	84894	LINGO1
ENSG00000169862	1501	CTNND2
ENSG00000170788	143241	DYDC1
ENSG00000170927	5314	PKHD1
ENSG00000172345	80765	STARD5
ENSG00000172890	55191	NADSYN1
ENSG00000172893	1717	DHCR7
ENSG00000172935	116535	MRGPRF
ENSG00000172938	116512	MRGPRD
ENSG00000173039	5970	RELA
ENSG00000173193	54625	PARP14
ENSG00000173432	6288	SAA1
ENSG00000174948	344758	GPR149
ENSG00000175262	148345	C1orf127
ENSG00000175471	79772	MCTP1
ENSG00000176444	1196	CLK2
ENSG00000176953	84901	NFATC2IP
ENSG00000178919	2304	FOXE1
ENSG00000179314	23302	WSCD1
ENSG00000180104	11336	EXOC3
ENSG00000182050	25834	MGAT4C
ENSG00000182256	2567	GABRG3
ENSG00000182446	55666	NPLOC4
ENSG00000182631	51289	RXFP3
ENSG00000183048	1468	SLC25A10
ENSG00000183166	83698	CALN1
ENSG00000183354	158358	KIAA2026
ENSG00000183784	157983	C9orf66
ENSG00000183801	283298	OLFML1
ENSG00000184009	71	ACTG1
ENSG00000185269	147111	NOTUM
ENSG00000185298	339230	CCDC137
ENSG00000185359	9146	HGS
ENSG00000185504	80233	C17orf70
ENSG00000185527	5148	PDE6G
ENSG00000185650	677	ZFP36L1
ENSG00000185664	6490	PMEL
ENSG00000185737	10718	NRG3
ENSG00000186007	93273	LEMD1
ENSG00000186190	359710	BPIFB3
ENSG00000187098	4286	MITF
ENSG00000188996	135458	HUS1B
ENSG00000188997	283219	KCTD21
ENSG00000189120	80320	SP6
ENSG00000196535	399687	MYO18A
ENSG00000197106	388662	SLC6A17
ENSG00000197345	219927	MRPL21
ENSG00000198169	90987	ZNF251
ENSG00000198183	51297	BPIFA1
ENSG00000198589	987	LRBA
ENSG00000198707	80184	CEP290
ENSG00000198856	58505	OSTC
ENSG00000203711	100130967	C6orf99
ENSG00000205086	400950	C2orf91
ENSG00000205213	55366	LGR4
ENSG00000206190	57194	ATP10A
ENSG00000214087	339231	ARL16
ENSG00000214414	390231	TRIM77
ENSG00000214575	64506	CPEB1
ENSG00000214688	414152	C10orf105
ENSG00000221990	116349	C5orf55
ENSG00000221995	9220	TIAF1
ENSG00000223417	399939	TRIM49D1
ENSG00000240224	54579	UGT1A5
ENSG00000240230	90639	COX19
ENSG00000241119	54600	UGT1A9
ENSG00000241563	1325	CORT
ENSG00000241635	54658	UGT1A8
ENSG00000242110	23600	AMACR
ENSG00000242366	54576	UGT1A1
ENSG00000242515	54575	UGT1A10
ENSG00000243135	54659	UGT1A3
ENSG00000244122	54577	UGT1A7
ENSG00000244474	54657	UGT1A4
ENSG00000262660	1468	SLC25A10
ENSG00000262814	6182	MRPL12
ENSG00000269117	NA	AL121901.1
ENSG00000273167	221178	RP11-307N16.6
ENSG00000273294	100534612	RP11-1084J3.4
ENSG00000005955	79893	GGNBP2
ENSG00000010322	11188	NISCH
ENSG00000011478	54814	QPCTL
ENSG00000013364	9961	MVP
ENSG00000019485	56981	PRDM11
ENSG00000048740	10659	CELF2
ENSG00000051180	5888	RAD51
ENSG00000064655	2139	EYA2
ENSG00000064989	10203	CALCRL
ENSG00000065325	9340	GLP2R
ENSG00000074755	23140	ZZEF1
ENSG00000091136	3912	LAMB1
ENSG00000095627	56165	TDRD1
ENSG00000096996	3594	IL12RB1
ENSG00000099308	23031	MAST3
ENSG00000099992	83874	TBC1D10A
ENSG00000099995	10291	SF3A1
ENSG00000100997	26090	ABHD12
ENSG00000101003	9837	GINS1
ENSG00000103657	8925	HERC1
ENSG00000103932	26015	RPAP1
ENSG00000104112	29106	SCG3
ENSG00000105647	5296	PIK3R2
ENSG00000105650	5143	PDE4C
ENSG00000105696	25789	TMEM59L
ENSG00000106246	26024	PTCD1
ENSG00000107864	22849	CPEB3
ENSG00000108272	79154	DHRS11
ENSG00000108278	9326	ZNHIT3
ENSG00000108551	51655	RASD1
ENSG00000108557	10743	RAI1
ENSG00000108591	1819	DRG2
ENSG00000113578	2246	FGF1
ENSG00000115163	1058	CENPA
ENSG00000120370	92344	GORAB
ENSG00000123095	79365	BHLHE41
ENSG00000123104	3709	ITPR2
ENSG00000124253	5105	PCK1
ENSG00000125746	24139	EML2
ENSG00000126561	6776	STAT5A
ENSG00000127415	3425	IDUA
ENSG00000130202	5819	PVRL2
ENSG00000130204	10452	TOMM40
ENSG00000130413	65975	STK33
ENSG00000132388	7326	UBE2G1
ENSG00000132394	60678	EEFSEC
ENSG00000132849	10207	INADL
ENSG00000133027	10400	PEMT
ENSG00000133056	5287	PIK3C2B
ENSG00000135250	6733	SRPK2
ENSG00000136531	6326	SCN2A
ENSG00000136770	64215	DNAJC1
ENSG00000137824	55177	RMDN3
ENSG00000138622	10021	HCN4
ENSG00000138640	10144	FAM13A
ENSG00000138814	5530	PPP3CA
ENSG00000140455	9960	USP3
ENSG00000141034	79018	GID4
ENSG00000141140	80179	MYO19
ENSG00000143995	4211	MEIS1
ENSG00000144218	3899	AFF3
ENSG00000149084	51144	HSD17B12
ENSG00000149292	54970	TTC12
ENSG00000149295	1813	DRD2
ENSG00000149591	6876	TAGLN
ENSG00000149782	5331	PLCB3
ENSG00000151322	64067	NPAS3
ENSG00000153820	80309	SPHKAP
ENSG00000155511	2890	GRIA1
ENSG00000156304	57466	SCAF4
ENSG00000157150	7079	TIMP4
ENSG00000157654	445815	PALM2-AKAP2
ENSG00000160563	9442	MED27
ENSG00000160796	23218	NBEAL2
ENSG00000162374	1996	ELAVL4
ENSG00000164989	203238	CCDC171
ENSG00000165029	19	ABCA1
ENSG00000165392	7486	WRN
ENSG00000165813	55088	C10orf118
ENSG00000165816	340706	VWA2
ENSG00000165966	29951	PDZRN4
ENSG00000166436	9866	TRIM66
ENSG00000168092	5049	PAFAH1B2
ENSG00000169682	83985	SPNS1
ENSG00000169760	22871	NLGN1
ENSG00000169856	3175	ONECUT1
ENSG00000169926	51621	KLF13
ENSG00000170145	23235	SIK2
ENSG00000170209	255239	ANKK1
ENSG00000170500	164832	LONRF2
ENSG00000170606	3308	HSPA4
ENSG00000170624	6444	SGCD
ENSG00000171703	6919	TCEA2
ENSG00000171953	91647	ATPAF2
ENSG00000171962	83450	LRRC48
ENSG00000172733	29942	PURG
ENSG00000172995	10777	ARPP21
ENSG00000173757	6777	STAT5B
ENSG00000174306	23051	ZHX3
ENSG00000174705	285590	SH3PXD2B
ENSG00000174791	9610	RIN1
ENSG00000175115	55690	PACS1
ENSG00000175662	146691	TOM1L2
ENSG00000176476	112869	CCDC101
ENSG00000178074	205327	C2orf69
ENSG00000181885	1366	CLDN7
ENSG00000182463	128553	TSHZ2
ENSG00000182667	50863	NTM
ENSG00000183762	83999	KREMEN1
ENSG00000184304	5587	PRKD1
ENSG00000184588	5142	PDE4B
ENSG00000185722	51479	ANKFY1
ENSG00000185928	79447	PAGR1
ENSG00000186094	84871	AGBL4
ENSG00000187498	1282	COL4A1
ENSG00000188641	1806	DPYD
ENSG00000197165	6799	SULT1A2
ENSG00000197635	1803	DPP4
ENSG00000198060	54708	MARCH5
ENSG00000204219	6920	TCEA3
ENSG00000204682	399726	CASC10
ENSG00000204764	64901	RANBP17
ENSG00000221818	64641	EBF2
ENSG00000231880	55709	KBTBD4
ENSG00000241978	11217	AKAP2
ENSG00000243789	100137047	JMJD7
ENSG00000246366	286190	RP11-382J12.1
ENSG00000248919	100526740	ATP5J2-PTCD1
ENSG00000250091	642797	DNAH10OS
ENSG00000253379	NA	RP11-1102P16.1
ENSG00000254858	84769	MPV17L2
ENSG00000260230	23732	FRRS1L
ENSG00000261832	1201	CLN3
ENSG00000263136	79447	PAGR1
ENSG00000268173	5296	PIK3R2
ENSG00000002822	8379	MAD1L1
ENSG00000005812	26224	FBXL3
ENSG00000008197	83741	TFAP2D
ENSG00000009413	5980	REV3L
ENSG00000015520	29881	NPC1L1
ENSG00000019995	54764	ZRANB1
ENSG00000026297	8635	RNASET2
ENSG00000031698	6301	SARS
ENSG00000037749	4238	MFAP3
ENSG00000041357	5685	PSMA4
ENSG00000049540	2006	ELN
ENSG00000052795	57600	FNIP2
ENSG00000065675	5588	PRKCQ
ENSG00000069399	602	BCL3
ENSG00000071189	23161	SNX13
ENSG00000072756	51095	TRNT1
ENSG00000073734	8647	ABCB11
ENSG00000077312	6626	SNRPA
ENSG00000077458	143684	FAM76B
ENSG00000078018	4133	MAP2
ENSG00000078725	1620	BRINP1
ENSG00000079102	862	RUNX1T1
ENSG00000080644	1136	CHRNA3
ENSG00000080854	22997	IGSF9B
ENSG00000081019	54665	RSBN1
ENSG00000081026	260425	MAGI3
ENSG00000081248	779	CACNA1S
ENSG00000084774	790	CAD
ENSG00000087053	8898	MTMR2
ENSG00000087237	1071	CETP
ENSG00000088808	23368	PPP1R13B
ENSG00000100030	5594	MAPK1
ENSG00000100170	6523	SLC5A1
ENSG00000100197	1565	CYP2D6
ENSG00000100207	6942	TCF20
ENSG00000100985	4318	MMP9
ENSG00000102805	1203	CLN5
ENSG00000103222	4363	ABCC1
ENSG00000103723	8120	AP3B2
ENSG00000104388	5862	RAB2A
ENSG00000104866	284352	PPP1R37
ENSG00000105856	26959	HBP1
ENSG00000105866	6671	SP4
ENSG00000106018	7434	VIPR2
ENSG00000106636	10652	YKT6
ENSG00000108061	8036	SHOC2
ENSG00000108753	6928	HNF1B
ENSG00000108924	3131	HLF
ENSG00000110244	337	APOA4
ENSG00000110497	55626	AMBRA1
ENSG00000112137	221692	PHACTR1
ENSG00000112486	1235	CCR6
ENSG00000112499	6582	SLC22A2
ENSG00000113391	83989	FAM172A
ENSG00000113441	4012	LNPEP
ENSG00000113758	1627	DBN1
ENSG00000113851	51185	CRBN
ENSG00000114455	11148	HHLA2
ENSG00000114480	2632	GBE1
ENSG00000115159	2820	GPD2
ENSG00000115596	7475	WNT6
ENSG00000116120	10056	FARSB
ENSG00000116127	7840	ALMS1
ENSG00000116299	57535	KIAA1324
ENSG00000116774	56944	OLFML3
ENSG00000116793	10745	PHTF1
ENSG00000117020	10000	AKT3
ENSG00000118200	23271	CAMSAP2
ENSG00000118762	5311	PKD2
ENSG00000118777	9429	ABCG2
ENSG00000118946	27253	PCDH17
ENSG00000119927	57678	GPAM
ENSG00000120262	80129	CCDC170
ENSG00000120306	84418	CYSTM1
ENSG00000120458	79684	MSANTD2
ENSG00000120616	80314	EPC1
ENSG00000120885	1191	CLU
